,employeeID,employeeName,employeeTitle,employee_city,employee_country,managerName,managerTitle,managerCity,managerCountry,path,reportsTo,orderID,customerID,orderDate,requiredDate,shippedDate,shipperID,freight,customerName,contactName,contactTitle,customer_city,customer_country,productID,order_details_unit_price,quantity,discount,Revenue,productName,quantityPerUnit,product_unit_price,discontinued,categoryID,categoryName,description,shipperName
13,1,Nancy Davolio,Sales Representative,New York,USA,Laura Callahan,Sales Manager,New York,USA,"Andrew Fuller,Laura Callahan,Nancy Davolio",8.0,10902,FOLKO,2015-02-23,2015-03-23,2015-03-03,1,44.15,Folk och fä HB,Maria Larsson,Owner,Bräcke,Sweden,55,24.0,30,0.15,715.5,Pâté chinois,24 boxes x 2 pies,24.0,0,6,Meat & Poultry,Prepared meats,Speedy Express
14,1,Nancy Davolio,Sales Representative,New York,USA,Laura Callahan,Sales Manager,New York,USA,"Andrew Fuller,Laura Callahan,Nancy Davolio",8.0,11064,SAVEA,2015-05-01,2015-05-29,2015-05-04,1,30.09,Save-a-lot Markets,Jose Pavarotti,Sales Representative,Boise,USA,55,24.0,4,0.1,95.6,Pâté chinois,24 boxes x 2 pies,24.0,0,6,Meat & Poultry,Prepared meats,Speedy Express
15,4,Margaret Peacock,Sales Representative,New York,USA,Laura Callahan,Sales Manager,New York,USA,"Andrew Fuller,Laura Callahan,Margaret Peacock",8.0,11002,SAVEA,2015-04-06,2015-05-04,2015-04-16,1,141.16,Save-a-lot Markets,Jose Pavarotti,Sales Representative,Boise,USA,55,24.0,40,0.0,960.0,Pâté chinois,24 boxes x 2 pies,24.0,0,6,Meat & Poultry,Prepared meats,Speedy Express
16,2,Andrew Fuller,Vice President Sales,New York,USA,,,New York,USA,Andrew Fuller,,11028,KOENE,2015-04-16,2015-05-14,2015-04-22,1,29.59,Königlich Essen,Philip Cramer,Sales Associate,Brandenburg,Germany,55,24.0,35,0.0,840.0,Pâté chinois,24 boxes x 2 pies,24.0,0,6,Meat & Poultry,Prepared meats,Speedy Express
17,4,Margaret Peacock,Sales Representative,New York,USA,Laura Callahan,Sales Manager,New York,USA,"Andrew Fuller,Laura Callahan,Margaret Peacock",8.0,10382,ERNSH,2013-12-13,2014-01-10,2013-12-16,1,94.77,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,29,99.0,14,0.0,1386.0,Thüringer Rostbratwurst,50 bags x 30 sausgs.,123.79,1,6,Meat & Poultry,Prepared meats,Speedy Express
18,4,Margaret Peacock,Sales Representative,New York,USA,Laura Callahan,Sales Manager,New York,USA,"Andrew Fuller,Laura Callahan,Margaret Peacock",8.0,10698,ERNSH,2014-10-09,2014-11-06,2014-10-17,1,272.47,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,29,123.79,12,0.05,1484.88,Thüringer Rostbratwurst,50 bags x 30 sausgs.,123.79,1,6,Meat & Poultry,Prepared meats,Speedy Express
19,2,Andrew Fuller,Vice President Sales,New York,USA,,,New York,USA,Andrew Fuller,,10787,LAMAI,2014-12-19,2015-01-02,2014-12-26,1,249.93,La maison d'Asie,Annette Roulet,Sales Manager,Toulouse,France,29,123.79,20,0.05,2474.8,Thüringer Rostbratwurst,50 bags x 30 sausgs.,123.79,1,6,Meat & Poultry,Prepared meats,Speedy Express
20,8,Laura Callahan,Sales Manager,New York,USA,Andrew Fuller,Vice President Sales,New York,USA,"Andrew Fuller,Laura Callahan",2.0,10290,COMMI,2013-08-27,2013-09-24,2013-09-03,1,79.7,Comércio Mineiro,Pedro Afonso,Sales Associate,Sao Paulo,Brazil,29,99.0,15,0.0,1485.0,Thüringer Rostbratwurst,50 bags x 30 sausgs.,123.79,1,6,Meat & Poultry,Prepared meats,Speedy Express
21,5,Steven Buchanan,Sales Manager,London,UK,Andrew Fuller,Vice President Sales,New York,USA,"Andrew Fuller,Steven Buchanan",2.0,10654,BERGS,2014-09-02,2014-09-30,2014-09-11,1,55.26,Berglunds snabbköp,Christina Berglund,Order Administrator,Luleå,Sweden,54,7.45,6,0.1,44.1,Tourtière,16 pies,7.45,0,6,Meat & Poultry,Prepared meats,Speedy Express
22,3,Janet Leverling,Sales Representative,New York,USA,Laura Callahan,Sales Manager,New York,USA,"Andrew Fuller,Laura Callahan,Janet Leverling",8.0,10445,BERGS,2014-02-13,2014-03-13,2014-02-20,1,9.3,Berglunds snabbköp,Christina Berglund,Order Administrator,Luleå,Sweden,54,5.9,15,0.0,88.5,Tourtière,16 pies,7.45,0,6,Meat & Poultry,Prepared meats,Speedy Express
23,6,Michael Suyama,Sales Representative,London,UK,Steven Buchanan,Sales Manager,London,UK,"Andrew Fuller,Steven Buchanan,Michael Suyama",5.0,10794,QUEDE,2014-12-24,2015-01-21,2015-01-02,1,21.49,Que Delícia,Bernardo Batista,Accounting Manager,Rio de Janeiro,Brazil,54,7.45,6,0.2,43.5,Tourtière,16 pies,7.45,0,6,Meat & Poultry,Prepared meats,Speedy Express
24,9,Anne Dodsworth,Sales Representative,London,UK,Steven Buchanan,Sales Manager,London,UK,"Andrew Fuller,Steven Buchanan,Anne Dodsworth",5.0,10331,BONAP,2013-10-16,2013-11-27,2013-10-21,1,10.19,Bon app',Laurence Lebihan,Owner,Marseille,France,54,5.9,15,0.0,88.5,Tourtière,16 pies,7.45,0,6,Meat & Poultry,Prepared meats,Speedy Express
25,3,Janet Leverling,Sales Representative,New York,USA,Laura Callahan,Sales Manager,New York,USA,"Andrew Fuller,Laura Callahan,Janet Leverling",8.0,10362,BONAP,2013-11-25,2013-12-23,2013-11-28,1,96.04,Bon app',Laurence Lebihan,Owner,Marseille,France,54,5.9,24,0.0,141.60000000000002,Tourtière,16 pies,7.45,0,6,Meat & Poultry,Prepared meats,Speedy Express
26,4,Margaret Peacock,Sales Representative,New York,USA,Laura Callahan,Sales Manager,New York,USA,"Andrew Fuller,Laura Callahan,Margaret Peacock",8.0,10288,REGGC,2013-08-23,2013-09-20,2013-09-03,1,7.45,Reggiani Caseifici,Maurizio Moroni,Sales Associate,Reggio Emilia,Italy,54,5.9,10,0.1,58.00000000000001,Tourtière,16 pies,7.45,0,6,Meat & Poultry,Prepared meats,Speedy Express
27,8,Laura Callahan,Sales Manager,New York,USA,Andrew Fuller,Vice President Sales,New York,USA,"Andrew Fuller,Laura Callahan",2.0,11065,LILAS,2015-05-01,2015-05-29,,1,12.91,LILA-Supermercado,Carlos González,Accounting Manager,Barquisimeto,Venezuela,54,7.45,20,0.25,144.0,Tourtière,16 pies,7.45,0,6,Meat & Poultry,Prepared meats,Speedy Express
28,1,Nancy Davolio,Sales Representative,New York,USA,Laura Callahan,Sales Manager,New York,USA,"Andrew Fuller,Laura Callahan,Nancy Davolio",8.0,10591,VAFFE,2014-07-07,2014-07-21,2014-07-16,1,55.92,Vaffeljernet,Palle Ibsen,Sales Manager,Århus,Denmark,54,7.45,50,0.0,372.5,Tourtière,16 pies,7.45,0,6,Meat & Poultry,Prepared meats,Speedy Express
29,7,Robert King,Sales Representative,London,UK,Steven Buchanan,Sales Manager,London,UK,"Andrew Fuller,Steven Buchanan,Robert King",5.0,10349,SPLIR,2013-11-08,2013-12-06,2013-11-15,1,8.63,Split Rail Beer & Ale,Art Braunschweiger,Sales Manager,Lander,USA,54,5.9,24,0.0,141.60000000000002,Tourtière,16 pies,7.45,0,6,Meat & Poultry,Prepared meats,Speedy Express
30,8,Laura Callahan,Sales Manager,New York,USA,Andrew Fuller,Vice President Sales,New York,USA,"Andrew Fuller,Laura Callahan",2.0,10408,FOLIG,2014-01-08,2014-02-05,2014-01-14,1,11.26,Folies gourmandes,Martine Rancé,Assistant Sales Agent,Lille,France,54,5.9,6,0.0,35.400000000000006,Tourtière,16 pies,7.45,0,6,Meat & Poultry,Prepared meats,Speedy Express
31,4,Margaret Peacock,Sales Representative,New York,USA,Laura Callahan,Sales Manager,New York,USA,"Andrew Fuller,Laura Callahan,Margaret Peacock",8.0,10600,HUNGC,2014-07-16,2014-08-13,2014-07-21,1,45.13,Hungry Coyote Import Store,Yoshi Latimer,Sales Representative,Elgin,USA,54,7.45,4,0.0,29.8,Tourtière,16 pies,7.45,0,6,Meat & Poultry,Prepared meats,Speedy Express
32,6,Michael Suyama,Sales Representative,London,UK,Steven Buchanan,Sales Manager,London,UK,"Andrew Fuller,Steven Buchanan,Michael Suyama",5.0,10867,LONEP,2015-02-03,2015-03-17,2015-02-11,1,1.93,Lonesome Pine Restaurant,Fran Wilson,Sales Manager,Portland,USA,53,32.8,3,0.0,98.39999999999999,Perth Pasties,48 pieces,32.8,1,6,Meat & Poultry,Prepared meats,Speedy Express
33,8,Laura Callahan,Sales Manager,New York,USA,Andrew Fuller,Vice President Sales,New York,USA,"Andrew Fuller,Laura Callahan",2.0,10421,QUEDE,2014-01-21,2014-03-04,2014-01-27,1,99.23,Que Delícia,Bernardo Batista,Accounting Manager,Rio de Janeiro,Brazil,53,26.2,15,0.15,390.75,Perth Pasties,48 pieces,32.8,1,6,Meat & Poultry,Prepared meats,Speedy Express
34,2,Andrew Fuller,Vice President Sales,New York,USA,,,New York,USA,Andrew Fuller,,10388,SEVES,2013-12-19,2014-01-16,2013-12-20,1,34.86,Seven Seas Imports,Hari Kumar,Sales Manager,London,UK,53,26.2,40,0.0,1048.0,Perth Pasties,48 pieces,32.8,1,6,Meat & Poultry,Prepared meats,Speedy Express
35,1,Nancy Davolio,Sales Representative,New York,USA,Laura Callahan,Sales Manager,New York,USA,"Andrew Fuller,Laura Callahan,Nancy Davolio",8.0,11064,SAVEA,2015-05-01,2015-05-29,2015-05-04,1,30.09,Save-a-lot Markets,Jose Pavarotti,Sales Representative,Boise,USA,53,32.8,25,0.1,817.4999999999999,Perth Pasties,48 pieces,32.8,1,6,Meat & Poultry,Prepared meats,Speedy Express
36,2,Andrew Fuller,Vice President Sales,New York,USA,,,New York,USA,Andrew Fuller,,10502,PERIC,2014-04-10,2014-05-08,2014-04-29,1,69.32,Pericles Comidas clásicas,Guillermo Fernández,Sales Representative,Mexico City,Mexico,53,32.8,6,0.0,196.79999999999998,Perth Pasties,48 pieces,32.8,1,6,Meat & Poultry,Prepared meats,Speedy Express
37,3,Janet Leverling,Sales Representative,New York,USA,Laura Callahan,Sales Manager,New York,USA,"Andrew Fuller,Laura Callahan,Janet Leverling",8.0,10712,HUNGO,2014-10-21,2014-11-18,2014-10-31,1,89.93,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,Cork,Ireland,53,32.8,3,0.05,98.25,Perth Pasties,48 pieces,32.8,1,6,Meat & Poultry,Prepared meats,Speedy Express
38,6,Michael Suyama,Sales Representative,London,UK,Steven Buchanan,Sales Manager,London,UK,"Andrew Fuller,Steven Buchanan,Michael Suyama",5.0,10395,HILAA,2013-12-26,2014-01-23,2014-01-03,1,184.41,HILARION-Abastos,Carlos Hernández,Sales Representative,San Cristóbal,Venezuela,53,26.2,70,0.1,1826.9999999999998,Perth Pasties,48 pieces,32.8,1,6,Meat & Poultry,Prepared meats,Speedy Express
39,8,Laura Callahan,Sales Manager,New York,USA,Andrew Fuller,Vice President Sales,New York,USA,"Andrew Fuller,Laura Callahan",2.0,10437,WARTH,2014-02-05,2014-03-05,2014-02-12,1,19.97,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,Oulu,Finland,53,26.2,15,0.0,393.0,Perth Pasties,48 pieces,32.8,1,6,Meat & Poultry,Prepared meats,Speedy Express
40,7,Robert King,Sales Representative,London,UK,Steven Buchanan,Sales Manager,London,UK,"Andrew Fuller,Steven Buchanan,Robert King",5.0,10520,SANTG,2014-04-29,2014-05-27,2014-05-01,1,13.37,Santé Gourmet,Jonas Bergulfsen,Owner,Stavern,Norway,53,32.8,5,0.0,164.0,Perth Pasties,48 pieces,32.8,1,6,Meat & Poultry,Prepared meats,Speedy Express
41,1,Nancy Davolio,Sales Representative,New York,USA,Laura Callahan,Sales Manager,New York,USA,"Andrew Fuller,Laura Callahan,Nancy Davolio",8.0,10825,DRACD,2015-01-09,2015-02-06,2015-01-14,1,79.25,Drachenblut Delikatessen,Sven Ottlieb,Order Administrator,Aachen,Germany,53,32.8,20,0.0,656.0,Perth Pasties,48 pieces,32.8,1,6,Meat & Poultry,Prepared meats,Speedy Express
42,2,Andrew Fuller,Vice President Sales,New York,USA,,,New York,USA,Andrew Fuller,,10515,QUICK,2014-04-23,2014-05-07,2014-05-23,1,204.47,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,9,97.0,16,0.15,1549.6,Mishi Kobe Niku,18 - 500 g pkgs.,97.0,1,6,Meat & Poultry,Prepared meats,Speedy Express
43,3,Janet Leverling,Sales Representative,New York,USA,Laura Callahan,Sales Manager,New York,USA,"Andrew Fuller,Laura Callahan,Janet Leverling",8.0,10420,WELLI,2014-01-21,2014-02-18,2014-01-27,1,44.12,Wellington Importadora,Paula Parente,Sales Manager,Resende,Brazil,9,77.6,20,0.1,1550.0,Mishi Kobe Niku,18 - 500 g pkgs.,97.0,1,6,Meat & Poultry,Prepared meats,Speedy Express
44,2,Andrew Fuller,Vice President Sales,New York,USA,,,New York,USA,Andrew Fuller,,10265,BLONP,2013-07-25,2013-08-22,2013-08-12,1,55.28,Blondesddsl père et fils,Frédérique Citeaux,Marketing Manager,Strasbourg,France,70,12.0,20,0.0,240.0,Outback Lager,24 - 355 ml bottles,15.0,0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",Speedy Express
45,4,Margaret Peacock,Sales Representative,New York,USA,Laura Callahan,Sales Manager,New York,USA,"Andrew Fuller,Laura Callahan,Margaret Peacock",8.0,10640,WANDK,2014-08-21,2014-09-18,2014-08-28,1,23.55,Die Wandernde Kuh,Rita Müller,Sales Representative,Stuttgart,Germany,70,15.0,15,0.25,221.25,Outback Lager,24 - 355 ml bottles,15.0,0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",Speedy Express
46,1,Nancy Davolio,Sales Representative,New York,USA,Laura Callahan,Sales Manager,New York,USA,"Andrew Fuller,Laura Callahan,Nancy Davolio",8.0,10991,QUICK,2015-04-01,2015-04-29,2015-04-07,1,38.51,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,70,15.0,20,0.2,296.0,Outback Lager,24 - 355 ml bottles,15.0,0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",Speedy Express
47,8,Laura Callahan,Sales Manager,New York,USA,Andrew Fuller,Vice President Sales,New York,USA,"Andrew Fuller,Laura Callahan",2.0,10824,FOLKO,2015-01-09,2015-02-06,2015-01-30,1,1.23,Folk och fä HB,Maria Larsson,Owner,Bräcke,Sweden,70,15.0,9,0.0,135.0,Outback Lager,24 - 355 ml bottles,15.0,0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",Speedy Express
48,7,Robert King,Sales Representative,London,UK,Steven Buchanan,Sales Manager,London,UK,"Andrew Fuller,Steven Buchanan,Robert King",5.0,10880,FOLKO,2015-02-10,2015-03-24,2015-02-18,1,88.01,Folk och fä HB,Maria Larsson,Owner,Bräcke,Sweden,70,15.0,50,0.2,740.0,Outback Lager,24 - 355 ml bottles,15.0,0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",Speedy Express
49,4,Margaret Peacock,Sales Representative,New York,USA,Laura Callahan,Sales Manager,New York,USA,"Andrew Fuller,Laura Callahan,Margaret Peacock",8.0,10698,ERNSH,2014-10-09,2014-11-06,2014-10-17,1,272.47,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,70,15.0,8,0.05,119.6,Outback Lager,24 - 355 ml bottles,15.0,0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",Speedy Express
50,4,Margaret Peacock,Sales Representative,New York,USA,Laura Callahan,Sales Manager,New York,USA,"Andrew Fuller,Laura Callahan,Margaret Peacock",8.0,10260,OTTIK,2013-07-19,2013-08-16,2013-07-29,1,55.09,Ottilies Käseladen,Henriette Pfalzheim,Owner,Köln,Germany,70,12.0,21,0.25,246.75,Outback Lager,24 - 355 ml bottles,15.0,0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",Speedy Express
51,1,Nancy Davolio,Sales Representative,New York,USA,Laura Callahan,Sales Manager,New York,USA,"Andrew Fuller,Laura Callahan,Nancy Davolio",8.0,10850,VICTE,2015-01-23,2015-03-06,2015-01-30,1,49.19,Victuailles en stock,Mary Saveley,Sales Agent,Lyon,France,70,15.0,30,0.15,445.5,Outback Lager,24 - 355 ml bottles,15.0,0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",Speedy Express
52,2,Andrew Fuller,Vice President Sales,New York,USA,,,New York,USA,Andrew Fuller,,10780,LILAS,2014-12-16,2014-12-30,2014-12-25,1,42.13,LILA-Supermercado,Carlos González,Accounting Manager,Barquisimeto,Venezuela,70,15.0,35,0.0,525.0,Outback Lager,24 - 355 ml bottles,15.0,0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",Speedy Express
53,2,Andrew Fuller,Vice President Sales,New York,USA,,,New York,USA,Andrew Fuller,,10858,LACOR,2015-01-29,2015-02-26,2015-02-03,1,52.51,La corne d'abondance,Daniel Tonini,Sales Representative,Versailles,France,70,15.0,4,0.0,60.0,Outback Lager,24 - 355 ml bottles,15.0,0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",Speedy Express
54,3,Janet Leverling,Sales Representative,New York,USA,Laura Callahan,Sales Manager,New York,USA,"Andrew Fuller,Laura Callahan,Janet Leverling",8.0,10697,LINOD,2014-10-08,2014-11-05,2014-10-14,1,45.52,LINO-Delicateses,Felipe Izquierdo,Owner,I. de Margarita,Venezuela,70,15.0,30,0.25,442.5,Outback Lager,24 - 355 ml bottles,15.0,0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",Speedy Express
55,7,Robert King,Sales Representative,London,UK,Steven Buchanan,Sales Manager,London,UK,"Andrew Fuller,Steven Buchanan,Robert King",5.0,11037,GODOS,2015-04-21,2015-05-19,2015-04-27,1,3.2,Godos Cocina Típica,José Pedro Freyre,Sales Manager,Sevilla,Spain,70,15.0,4,0.0,60.0,Outback Lager,24 - 355 ml bottles,15.0,0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",Speedy Express
56,3,Janet Leverling,Sales Representative,New York,USA,Laura Callahan,Sales Manager,New York,USA,"Andrew Fuller,Laura Callahan,Janet Leverling",8.0,10420,WELLI,2014-01-21,2014-02-18,2014-01-27,1,44.12,Wellington Importadora,Paula Parente,Sales Manager,Resende,Brazil,70,12.0,8,0.1,95.2,Outback Lager,24 - 355 ml bottles,15.0,0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",Speedy Express
57,5,Steven Buchanan,Sales Manager,London,UK,Andrew Fuller,Vice President Sales,New York,USA,"Andrew Fuller,Steven Buchanan",2.0,10654,BERGS,2014-09-02,2014-09-30,2014-09-11,1,55.26,Berglunds snabbköp,Christina Berglund,Order Administrator,Luleå,Sweden,39,18.0,20,0.1,358.0,Chartreuse verte,750 cc per bottle,18.0,0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",Speedy Express
58,3,Janet Leverling,Sales Representative,New York,USA,Laura Callahan,Sales Manager,New York,USA,"Andrew Fuller,Laura Callahan,Janet Leverling",8.0,10445,BERGS,2014-02-13,2014-03-13,2014-02-20,1,9.3,Berglunds snabbköp,Christina Berglund,Order Administrator,Luleå,Sweden,39,14.4,6,0.0,86.4,Chartreuse verte,750 cc per bottle,18.0,0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",Speedy Express
59,2,Andrew Fuller,Vice President Sales,New York,USA,,,New York,USA,Andrew Fuller,,10865,QUICK,2015-02-02,2015-02-16,2015-02-12,1,348.14,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,39,18.0,80,0.05,1436.0,Chartreuse verte,750 cc per bottle,18.0,0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",Speedy Express
60,3,Janet Leverling,Sales Representative,New York,USA,Laura Callahan,Sales Manager,New York,USA,"Andrew Fuller,Laura Callahan,Janet Leverling",8.0,10762,FOLKO,2014-12-02,2014-12-30,2014-12-09,1,328.74,Folk och fä HB,Maria Larsson,Owner,Bräcke,Sweden,39,18.0,16,0.0,288.0,Chartreuse verte,750 cc per bottle,18.0,0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",Speedy Express
61,3,Janet Leverling,Sales Representative,New York,USA,Laura Callahan,Sales Manager,New York,USA,"Andrew Fuller,Laura Callahan,Janet Leverling",8.0,10895,ERNSH,2015-02-18,2015-03-18,2015-02-23,1,162.75,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,39,18.0,45,0.0,810.0,Chartreuse verte,750 cc per bottle,18.0,0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",Speedy Express
62,4,Margaret Peacock,Sales Representative,New York,USA,Laura Callahan,Sales Manager,New York,USA,"Andrew Fuller,Laura Callahan,Margaret Peacock",8.0,10323,KOENE,2013-10-07,2013-11-04,2013-10-14,1,4.88,Königlich Essen,Philip Cramer,Sales Associate,Brandenburg,Germany,39,14.4,4,0.0,57.6,Chartreuse verte,750 cc per bottle,18.0,0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",Speedy Express
63,6,Michael Suyama,Sales Representative,London,UK,Steven Buchanan,Sales Manager,London,UK,"Andrew Fuller,Steven Buchanan,Michael Suyama",5.0,10643,ALFKI,2014-08-25,2014-09-22,2014-09-02,1,29.46,Alfreds Futterkiste,Maria Anders,Sales Representative,Berlin,Germany,39,18.0,21,0.25,372.75,Chartreuse verte,750 cc per bottle,18.0,0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",Speedy Express
64,9,Anne Dodsworth,Sales Representative,London,UK,Steven Buchanan,Sales Manager,London,UK,"Andrew Fuller,Steven Buchanan,Anne Dodsworth",5.0,10566,BLONP,2014-06-12,2014-07-10,2014-06-18,1,88.4,Blondesddsl père et fils,Frédérique Citeaux,Marketing Manager,Strasbourg,France,76,18.0,10,0.0,180.0,Lakkaliköri,500 ml,18.0,0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",Speedy Express
